nummer,naam stier,gebjr,run nummer,basis,kicode,owner,base,rel NVI,NVI,source production,rel Inet,dochters productie,milk,fat,protein,lactose,rel milk,rel fat,rel prot,rel lact,source dmi,daughters dmi,rel dmi direct,rel dmi incl voorspellers,rel bvo,rel bvk,dmi direct,dmi incl voorspellers,FSM,FSCM,bvo obv selectieindex,rel bvo new,diff bvo
HOLNLDM000496442720,MOLENKAMP ANDY,2008,241,1,978998,CO60,2024HC,94,-144,E,98,256,-12,-33,-2,-8,98,98,98,98,E,1,54,77,61,61,-89,-89,11,11,16,61,-5
HOLDEUM000666644448,RZH GLASTONBURY SAXOFON,2015,241,1,780051,VL21,2024HC,84,87,E,91,55,906,29,31,49,93,93,91,93,E,0,52,76,58,58,117,173,-38,-37,-42,58,4
HOLDEUM000666662248,CANTUS,2015,241,1,769820,IM74,2024HC,84,70,E,88,25,314,44,30,21,91,91,88,91,E,0,50,75,57,57,147,186,-44,-43,-53,57,9
HOLDEUM000666761983,IRONBOY,2015,241,1,769661,IM03,2024HC,82,30,E,90,44,56,10,10,-3,92,92,90,92,E,0,48,74,56,56,29,48,-19,-18,-21,56,2
HOLUSAM003139069148,NO-FLA ENTICE,2018,241,1,942237,CO60,2024HC,77,95,J,83,0,1183,49,34,56,87,87,83,86,J,0,49,74,54,54,117,189,-3,-3,-19,54,16
HOLFRAM003554772884,HOMDENEIGE,2012,241,1,768193,IM53,2024HC,81,-102,J,83,0,-272,-2,-2,-15,89,87,83,87,J,0,53,75,55,55,34,7,-26,-25,-20,55,-6
HOLCANM000107359260,COMESTAR LAUTRUST,2012,241,1,780112,IM75,2024HC,95,58,E,99,1482,914,37,26,39,99,99,99,99,E,0,51,77,62,62,1,65,73,71,39,62,34
HOLNLDM000446243368,DELTA RADIUS,2007,241,1,978447,CO60,2024HC,90,-129,E,96,166,245,-30,-10,4,97,97,96,97,E,0,52,76,60,60,19,-33,-37,-36,-14,60,-23
HOLUSAM003209641811,PEAK GOGETA,2020,241,1,942479,CO60,2024HC,70,136,G,76,0,1061,62,37,49,82,81,76,75,G,0,47,72,50,50,84,177,34,33,7,50,27
HOLUSAM003209343490,BOUNDLESS,2019,241,1,782642,IM03,2024HC,70,144,G,76,0,1367,75,42,61,83,81,76,76,G,0,47,72,50,50,16,190,63,61,24,50,39
HOLDEUM001406051280,SHA FOREMAN,2020,241,1,783308,IM74,2024HC,71,202,G,77,0,1089,58,43,47,83,82,77,76,G,0,47,72,50,50,41,164,43,42,13,50,30
HOLNLDM000446188247,AMSTELWOUDE OSBORN,2006,241,1,978066,CO60,2024HC,90,-278,E,96,147,-783,-25,-39,-36,96,96,96,96,E,1,48,75,58,58,-57,-125,1,1,22,58,-21
HOLUSAM000069725098,KELLERCREST BRONCO LOREN,2010,241,1,940529,CO60,2024HC,76,-115,J,79,0,502,-18,-3,28,84,83,79,85,J,0,50,74,53,53,49,-5,-12,-12,1,53,-13
HOLDEUM001306102495,TD SKETCH,2021,241,1,784204,VL06,2024HC,69,124,G,75,0,1040,26,38,55,82,80,75,75,G,0,47,72,50,50,83,202,-60,-58,-47,50,-13
HOLNLDM000466232007,ISIDORUSHOEVE PLENTY,2006,241,1,978149,CO60,2024HC,79,-278,G,83,0,13,-59,-27,-7,88,87,83,81,G,0,55,76,56,56,-59,-78,-80,-78,-41,56,-39
HOLNLDM000426437004,WILLEM'S HOEVE R PARKER,2006,241,1,978088,CO60,2024HC,89,-332,E,95,117,-174,-88,-41,-3,96,96,95,96,E,1,51,76,59,59,-112,-221,-9,-9,37,59,-46
HOLNLDM000916231369,OOSTERZICHT GEMBO,2013,241,1,941417,CO60,2024HC,89,-101,E,95,124,578,9,11,35,96,96,95,96,E,1,42,74,57,57,104,114,-54,-52,-43,57,-11
HOLNLDM000536235671,JHS HIGHLIGHT,2010,241,1,940312,CO60,2024HC,96,-148,E,99,1554,-811,-14,-26,-34,99,99,99,99,E,5,59,79,64,64,28,-23,-63,-61,-37,64,-26
HOLUSAM003209641779,PEAK GOKU,2020,241,1,942478,CO60,2024HC,70,205,G,76,0,291,48,29,11,83,81,76,76,G,0,47,72,50,50,-81,69,71,69,35,50,36
HOLCANM000107559777,SWISSBEC BREKEM,2012,241,1,767317,IM75,2024HC,97,84,D,99,10638,-58,12,10,0,99,99,99,99,D,5,59,79,64,64,-12,15,21,20,7,64,14
HOLNLDM000726314324,DELTA THERAPY,2021,241,1,942563,CO60,2024HC,74,237,G,79,0,566,28,36,27,85,84,79,78,G,0,49,74,53,53,-55,75,45,44,24,53,21
HOLNLDM000747623823,DELTA LINE-UP,2011,241,1,940725,CO60,2024HC,92,-58,E,97,247,-1034,-17,-24,-50,98,98,97,98,E,0,52,77,61,61,-130,-156,52,50,50,61,2
HOLNLDM000396529790,HOEKLAND KITE,2005,241,1,977449,CO60,2024HC,91,-168,E,96,175,-723,-23,-22,-45,97,97,96,97,E,0,56,77,61,61,64,-29,-81,-79,-53,61,-28
HOLUSAM003139851225,HIMARK,2017,241,1,781300,IM03,2024HC,76,-18,J,84,0,438,28,2,17,88,87,84,87,J,0,48,74,54,54,116,83,-8,-8,-13,54,5
HOLUSAM003130001832,INTENSE-COM SUTTON,2016,241,1,941939,CO60,2024HC,75,47,G,80,0,1306,24,39,63,86,84,80,79,G,0,51,74,53,53,93,152,-6,-6,-11,53,5
HOLNLDM000497860620,DELTA BERMUDA,2008,241,1,979991,CO60,2024HC,90,-150,E,96,130,-403,-56,-19,-22,97,96,96,97,E,0,49,76,60,60,-134,-239,83,81,85,60,-2
HOLUSAM000070197822,BRANDT-VIEW ARCHER,2011,241,1,940862,CO60,2024HC,76,-60,J,79,0,-42,-38,-25,-6,85,84,79,85,J,0,48,73,52,52,-51,-166,55,53,55,52,0
HOLCANM000107359042,COMESTAR LAUSMART,2011,241,1,767161,IM75,2024HC,83,-20,G,89,0,1999,13,31,87,92,92,89,92,G,0,53,76,58,58,39,94,41,40,26,58,15
HOLDEUM001267420394,SISKO,2016,241,1,780394,IM74,2024HC,83,47,E,91,63,953,48,13,58,93,93,91,93,E,0,52,76,58,58,85,131,33,32,13,58,20
HOLNLDM000537746174,DELTA FRANCO,2011,241,1,940809,CO60,2024HC,91,-74,E,96,161,258,-36,-16,10,97,97,96,97,E,0,53,77,61,61,-66,-113,30,29,43,61,-13
HOLFRAM005455064166,GUPKA,2011,241,1,767443,IM53,2024HC,82,13,J,84,0,697,-13,5,31,89,88,84,87,J,0,49,74,55,55,25,-27,32,31,29,55,3
HOLDEUM000537611409,GUARD,2013,241,1,767875,IM74,2024HC,96,87,E,99,4405,-263,14,15,-13,99,99,99,99,E,0,51,77,62,62,-127,-117,151,146,101,62,50
HOLNLDM000887747890,CAUDUMER POWERPLAY PP,2013,241,1,941193,CO60,2024HC,96,-13,E,99,1258,-329,-11,-2,-12,99,99,99,99,E,5,54,77,62,62,-150,-105,70,68,55,62,15
HOLNLDM000467053214,DELTA NARDO,2006,241,1,977920,CO60,2024HC,89,-171,E,95,128,-1007,-10,-29,-50,96,96,95,96,E,0,51,76,59,59,-27,-101,6,6,15,59,-9
HOLDEUM001406595480,SHA SPOONBILL,2022,241,1,785251,IM03,2024HC,67,311,G,73,0,2074,101,78,98,80,79,73,73,G,0,47,72,50,50,-14,286,91,88,41,50,50
HOLNLDM000707040518,DELTA BONAIRE,2011,241,1,940496,CO60,2024HC,75,-81,G,81,0,-56,-7,-4,2,86,85,81,79,G,0,51,74,53,53,-4,-16,-1,-1,1,53,-2
HOLNLDM000417902687,MALDERICK NOVA,2006,241,1,978163,CO60,2024HC,90,-147,E,96,161,506,-42,-32,25,97,97,96,97,E,0,55,77,61,61,-144,-271,171,166,166,61,5
HOLDEUM000357607976,MONARCH,2015,241,1,782281,IM74,2024HC,80,52,E,84,15,459,20,10,35,88,88,84,88,E,0,48,74,55,55,-13,78,4,4,-2,55,6
HOLNLDM000707841269,MARS MILLIONAIRE,2009,241,1,940289,CO60,2024HC,90,-68,E,96,167,-47,-12,-18,-7,97,97,96,97,E,0,49,76,60,60,-106,-166,116,113,102,60,14
HOLNLDM000497013116,NEWHOUSE VEGAS,2008,241,1,978850,CO60,2024HC,92,-128,E,97,206,464,10,2,14,98,98,97,98,E,0,57,78,63,63,29,64,-29,-28,-23,63,-6
HOLNLDM000467053586,DELTA ONEAL,2006,241,1,978030,CO60,2024HC,88,-225,E,95,125,-145,-25,-4,6,96,96,95,96,E,0,52,76,59,59,-94,-69,18,17,23,59,-5
HOLFRAM002235273558,COUCOU,2007,241,1,765761,CO60,2024HC,83,-211,J,89,0,-32,-18,-13,-1,92,91,89,89,J,0,48,75,57,57,51,-12,-40,-39,-22,57,-18
HOLDEUM000537025137,GOBI,2011,241,1,780125,IM74,2024HC,82,-90,J,89,0,-571,-36,-22,-27,92,91,89,89,J,0,50,75,57,57,-119,-124,2,2,16,57,-14
HOLNLDM000647268214,JIMM. HOLSTEIN MR. TEXEL,2016,241,1,82601,,2024HC,80,-126,E,86,15,185,-52,-19,2,90,89,86,90,E,0,49,74,55,55,-105,-154,27,26,41,55,-14
HOLNLDM000677046772,DE VOLMER DUMOULIN,2016,241,1,39883,KI39,2024HC,87,104,E,94,123,358,47,21,28,95,95,94,95,E,0,49,75,58,58,-85,22,122,118,74,58,48
HOLDEUM000357640597,BAROLO,2014,241,1,768757,IM90,2024HC,91,87,E,97,213,397,-15,17,20,98,98,97,98,E,0,53,77,61,61,17,-15,19,18,11,61,8
HOLDEUM001406051797,MOSKITO,2021,241,1,783984,IM03,2024HC,69,162,G,75,0,1564,75,56,81,82,81,75,75,G,0,47,72,50,50,138,284,1,1,-18,50,19
HOLNLDM000647266890,VAN DE PEELSEHOEVE NICK,2016,241,1,39867,KI39,2024HC,86,80,E,93,87,1297,27,33,66,95,95,93,95,E,0,53,76,59,59,75,148,0,0,-13,59,13
HOLNLDM000677064558,DELTA JURY,2017,241,1,941991,CO60,2024HC,92,141,E,97,353,1236,24,44,59,98,98,97,98,E,0,52,77,61,61,160,147,0,0,-22,61,22
HOLCANM000108535233,DOLPH,2013,241,1,768147,IM03,2024HC,86,69,E,91,53,980,25,32,39,93,93,91,93,E,0,48,75,57,57,-13,62,58,56,28,57,30
HOLDEUM000537281320,BODYGUARD,2012,241,1,768356,IM74,2024HC,80,73,E,86,17,209,11,7,0,90,89,86,89,E,0,52,75,56,56,-6,-4,34,33,20,56,14
HOLUSAM003150687399,PINE-TREE FLIGHTPLAN,2019,241,1,942366,CO60,2024HC,70,153,G,76,0,717,47,24,35,83,81,76,76,G,0,47,72,50,50,16,52,102,99,58,50,44
HOLNLDM000657288796,WALDCLASS FLYBYE,2020,241,1,391017,KI39,2024HC,75,161,G,80,0,836,32,34,49,86,85,80,79,G,0,52,74,53,53,62,136,9,9,-3,53,12
HOLUSAM000070726929,UECKER SUPERSIRE JOSUPER,2013,241,1,767978,KI56,2024HC,96,91,D,99,1361,2006,47,45,86,99,99,99,99,D,4,66,81,67,67,106,217,3,3,-17,67,20
HOLNLDM000687206696,DELTA CONCERT,2015,241,1,941665,CO60,2024HC,98,154,E,99,4531,802,23,19,34,99,99,99,99,E,65,84,88,77,77,-46,-15,112,109,92,77,20
HOLNLDM000967155003,DELTA SILVERMAN,2014,241,1,941395,CO60,2024HC,91,73,E,97,185,1027,-7,21,56,97,97,97,97,E,0,56,77,61,61,59,112,-56,-54,-44,61,-12
HOLDEUM000357692804,MERCY,2014,241,1,769509,IM03,2024HC,78,-55,G,85,0,525,-5,3,31,88,88,85,88,G,0,48,74,55,55,15,54,-35,-34,-22,55,-13
HOLNLDM000607244971,DROUNER RIOMAR,2021,241,1,391047,KI39,2024HC,73,121,G,78,0,738,22,31,38,84,83,78,77,G,0,48,73,52,52,-20,134,-23,-22,-22,52,-1
HOLNLDM000867560215,RIETEN ERAGON,2012,241,1,767649,IM74,2024HC,83,-62,E,89,28,629,-12,-8,39,92,91,89,91,E,0,52,75,57,57,119,89,-89,-86,-57,57,-32
HOLNLDM000697151243,POUWELSHOEVE MAURICE,2009,241,1,940237,CO60,2024HC,90,-26,E,96,160,-164,-15,-16,0,97,97,96,97,E,0,55,77,61,61,-109,-108,60,58,59,61,1
HOLNLDM000587576615,BIG STELLSPELL,2017,241,1,821214,,2024HC,79,4,G,85,0,708,4,11,23,89,88,85,89,G,0,54,76,57,57,-80,-3,43,42,30,57,13
HOLNLDM000888659628,DELTA BOOKEM DANNO,2012,241,1,940889,CO60,2024HC,98,95,E,99,33159,651,-1,13,30,99,99,99,99,E,147,89,91,82,82,43,56,-19,-18,-17,82,-2
HOLUSAM000140425882,CLAYTOP POKER FACE,2009,241,1,940350,CO60,2024HC,76,-181,J,78,0,-162,-31,-22,0,84,83,78,85,J,0,48,73,52,52,-64,-119,31,30,36,52,-5
HOLNLDM000717343472,ELAGAASTER LAGUNA,2010,241,1,940555,CO60,2024HC,81,-73,G,86,0,-70,-21,-6,-10,89,89,86,82,G,0,51,75,56,56,3,-51,-8,-8,1,56,-9
HOLNLDM000577643156,DAESDONCKHOEVE ROBBIE,2022,241,1,391117,KI39,2024HC,70,146,G,76,0,658,35,27,36,83,81,76,76,G,0,49,73,51,51,-40,132,1,1,-8,51,9
HOLNLDM000687231768,DELTA HARVESTER,2016,241,1,941844,CO60,2024HC,93,79,E,98,580,-155,58,27,-6,98,98,98,98,E,0,53,77,61,61,147,176,-32,-31,-57,61,25
HOLNLDM000487392478,GOLDDIGGER,2008,241,1,39557,KI39,2024HC,86,-193,E,93,69,-739,-37,-12,-40,95,94,93,94,E,0,51,76,59,59,-73,-86,-38,-37,-19,59,-19
HOLNLDM000597161748,DYKSTER 3STAR MAGELLO,2022,241,1,785162,IM74,2024HC,68,322,G,74,0,2722,59,68,134,81,79,74,74,G,0,47,72,50,50,75,258,52,50,27,50,25
HOLNLDM000468674535,LOWLANDS NEWMAN,2006,241,1,977986,CO60,2024HC,90,-261,E,96,158,405,-50,-5,13,97,97,96,97,E,0,55,77,61,61,-19,-34,-64,-62,-33,61,-31
HOLNLDM000717343458,ELAGAASTER SALERO,2010,241,1,39641,KI39,2024HC,94,10,E,98,490,832,-27,12,43,99,99,98,99,E,0,55,77,62,62,22,-31,24,23,27,62,-3
HOLNLDM000737303085,HUL-STEIN HOTZE P  RF,2021,241,1,783824,IM90,2024HC,71,226,G,77,0,-205,62,19,-11,84,82,77,77,G,0,48,73,51,51,88,124,16,16,-8,51,24
HOLNLDM000927504690,DELTA KICKOFF,2020,241,1,942526,CO60,2024HC,75,119,G,80,0,-585,32,3,-22,85,84,80,78,G,0,51,74,53,53,83,109,-58,-56,-52,53,-6
HOLDEUM000667146583,HELLMUTH'S PIK AS,2018,241,1,781975,IM74,2024HC,84,183,E,88,151,27,41,21,-10,92,91,88,91,E,0,48,74,56,56,81,88,11,11,-12,56,23
HOLNLDM000428719632,COVIK MONACO,2006,241,1,977914,CO60,2024HC,90,-107,E,96,169,372,0,16,15,97,97,96,97,E,0,55,77,61,61,-127,-129,159,154,117,61,42
HOLNLDM000498638516,DELTA ARROYO,2008,241,1,978836,CO60,2024HC,95,-65,E,99,410,-940,-21,-14,-48,99,99,99,99,E,0,59,79,64,64,-138,-112,12,12,13,64,-1
HOLNLDM000678740914,DELTA LANDMARK PP,2022,241,1,942968,CO60,2024HC,68,229,G,74,0,1352,47,46,75,81,80,74,74,G,0,49,73,51,51,142,222,-11,-11,-16,51,5
HOLNLDM000597001855,VENERIETE DG DV SATURN,2021,241,1,783825,IM90,2024HC,72,121,G,78,0,508,37,24,34,84,82,78,77,G,0,47,73,51,51,-9,56,76,74,44,51,32
HOLNLDM000447555396,MAY YARD MOTION,2006,241,1,978132,CO60,2024HC,90,-153,E,96,129,-461,-22,-29,-19,97,96,96,96,E,0,55,77,61,61,-124,-177,84,81,82,61,2
HOLNLDM000738693499,BOUW SNOWFLAKE,2011,241,1,940724,CO60,2024HC,80,-37,G,85,0,1464,18,23,69,89,88,85,82,G,0,56,76,56,56,116,158,-37,-36,-32,56,-5
HOLUSAM003130853983,VIEW-HOME KBOY THUNDER -ET,2014,241,1,769308,IM03,2024HC,83,61,E,87,19,411,22,7,15,90,90,87,90,E,0,48,74,55,55,-3,18,48,47,28,55,20
HOLNLDM000598884132,LINBERG,2019,241,1,821279,,2024HC,76,106,G,82,0,303,43,38,15,87,86,82,80,G,0,51,74,54,54,144,228,-85,-82,-76,54,-9
HOLNLDM000577509733,DELTA VINEYARD,2017,241,1,941947,CO60,2024HC,95,90,E,98,3048,875,15,31,44,99,98,98,99,E,48,77,85,73,73,14,80,22,21,8,73,14
HOLFRAM001445852881,DKR PEDRO,2012,241,1,767294,IM90,2024HC,84,55,E,87,22,519,16,-1,28,91,90,87,90,E,0,50,75,56,56,44,29,27,26,19,56,8
HOLNLDM000708611632,BELVEDERE PERFECT AIKO,2011,241,1,767080,IM65,2024HC,95,-10,D,99,386,-746,8,-15,-47,99,99,99,99,D,2,50,76,61,61,-132,-81,41,40,30,61,11
HOLNLDM000717338144,RUUD 145 JEAN,2010,241,1,940497,CO60,2024HC,90,-46,E,96,151,-9,2,-16,2,97,97,96,97,E,0,55,77,61,61,25,-6,-5,-5,5,61,-10
HOLDEUM000358388697,KINGSLEY,2015,241,1,769754,IM03,2024HC,84,135,E,88,26,-135,49,12,-7,91,91,88,91,E,0,48,74,56,56,12,80,29,28,2,56,27
HOLNLDM000917474648,EVENT,2014,241,1,769201,IM74,2024HC,81,27,J,89,0,1044,-24,4,50,91,90,89,89,J,0,49,75,56,56,-53,-75,72,70,63,56,9
HOLNLDM000588825936,DELTA BARTENDER,2020,241,1,942451,CO60,2024HC,75,239,G,80,0,865,44,34,53,86,84,80,79,G,0,51,74,53,53,80,216,-43,-42,-43,53,0
HOLBELM000610771430,APINA SUPER HERO,2011,241,1,940784,CO60,2024HC,94,0,E,98,314,964,-15,4,39,99,98,98,98,E,2,55,77,61,61,-43,-25,31,30,33,61,-2
HOLNLDM000577410163,DELTA WARREN P,2021,241,1,942640,CO60,2024HC,71,305,G,77,0,1853,62,71,94,84,82,77,77,G,0,48,73,51,51,12,201,84,81,44,51,40
HOLNLDM000687591275,PEELDIJKER HIGH FIVE,2020,241,1,391007,KI39,2024HC,76,227,G,81,0,5,50,31,3,87,85,81,80,G,0,49,74,53,53,7,144,-4,-4,-20,53,16
HOLUSAM003200824479,PEAK SHAWARMA,2018,241,1,942266,CO60,2024HC,75,207,G,82,0,2649,72,72,108,87,86,82,86,G,0,47,73,53,53,236,358,-39,-38,-55,53,16
HOLNLDM000448608189,WILLEM'S HOEVE R PAUL,2006,241,1,978369,CO60,2024HC,79,-232,G,84,0,-694,-61,-33,-41,88,87,84,81,G,0,55,76,56,56,-55,-169,-28,-27,-3,56,-25
HOLFRAM006116413330,GO-BOY CAP,2011,241,1,769975,KI34,2024HC,83,6,J,85,0,242,6,-3,7,89,88,85,88,J,0,52,75,56,56,-53,-25,40,39,29,56,11
HOLUSAM000061980877,COPPERTOP DOBERMAN,2005,241,1,765672,KI56,2024HC,97,-7,D,99,3720,173,9,5,31,99,99,99,99,D,7,59,79,64,64,-74,-79,130,126,105,64,25
HOLUSAM000071181794,SANDY-VALLEY GRAND,2013,241,1,941117,CO60,2024HC,84,-80,J,88,0,519,-7,-6,23,92,91,88,89,J,0,51,75,56,56,143,80,-81,-79,-55,56,-26
HOLNLDM000727576451,DELTA DA VINCI,2010,241,1,940521,CO60,2024HC,92,-6,E,97,236,157,-2,11,9,98,98,97,98,E,0,52,77,61,61,-90,-43,58,56,41,61,17
HOLBELM000110642115,GIDEON VAN TEN POELE,2011,241,1,940616,CO60,2024HC,90,29,E,96,136,1154,-8,2,58,97,97,96,97,E,0,51,76,60,60,58,28,7,7,17,60,-10
HOLNLDM000358039732,HOL-STIENS LUCRATIO,2006,241,1,977731,CO60,2024HC,90,-243,E,96,176,-225,-61,-38,1,97,97,96,97,E,0,52,77,61,61,-97,-129,-38,-37,7,61,-45
HOLNLDM000488726692,VENERIETE VISTA,2008,241,1,978650,CO60,2024HC,92,-101,E,97,205,6,-39,3,-1,98,98,97,98,E,0,55,77,61,61,-5,-67,-12,-12,-2,61,-10
HOLDEUM000358462876,IKARUS,2015,241,1,782855,IM74,2024HC,83,15,J,90,0,398,19,10,18,92,91,90,89,J,0,49,74,55,55,153,130,-64,-62,-55,55,-9
HOLNLDM000488133931,SOUTHLAND STELLAR,2007,241,1,978757,CO60,2024HC,78,-75,G,83,0,-822,-57,-23,-46,88,87,83,81,G,0,54,75,55,55,-102,-176,-7,-7,11,55,-18
HOLFRAM003536377185,ROMAZY,2020,241,1,784114,KI34,2024HC,70,189,G,76,0,769,50,34,40,82,81,76,75,G,0,48,72,50,50,83,212,-37,-36,-39,50,2
HOLNLDM000937303247,DELTA SKYLINE,2017,241,1,941957,CO60,2024HC,92,156,E,97,711,80,30,35,-5,98,97,97,98,E,9,59,78,62,62,55,86,9,9,-21,62,30
HOLFRAM001445853146,DRAKKAR LOCKSTAR,2015,241,1,780134,IM53,2024HC,83,-9,J,87,0,560,-7,-2,31,91,90,87,89,J,0,48,74,55,55,67,83,-73,-71,-48,55,-25
HOLNLDM000667461369,FLORISANT,2020,241,1,391015,KI39,2024HC,75,148,G,81,0,79,31,7,7,86,85,81,79,G,0,51,74,53,53,1,14,64,62,37,53,27
HOLNLDM000547593256,VDR STONES,2020,241,1,391024,KI39,2024HC,77,179,G,82,0,40,42,16,9,87,86,82,80,G,0,48,74,54,54,-7,114,-2,-2,-14,54,12
HOLUSAM000141396596,GLEN-TOCTIN SNOW LIGHT,2011,241,1,940863,CO60,2024HC,84,-58,E,91,43,616,14,12,25,93,93,91,93,E,0,53,76,58,58,46,5,58,56,39,58,19
HOLUSAM000071074459,BOMAZ ORLAN 1328,2012,241,1,940960,CO60,2024HC,71,-64,G,77,0,69,19,-20,-14,83,82,77,76,G,0,49,73,51,51,55,37,-31,-30,-27,51,-4
HOLNLDM000888945572,BORDER SVEN,2012,241,1,941067,CO60,2024HC,92,14,E,97,232,-270,21,13,-16,98,98,97,98,E,2,52,77,61,61,25,63,-19,-18,-32,61,13
HOLNLDM000758114819,DELTA MILKYWAY,2014,241,1,941534,CO60,2024HC,93,82,E,98,281,914,15,11,35,98,98,98,98,E,0,55,77,61,61,-82,-89,162,157,123,61,39
HOLNLDM000428719618,COVIK MONTERO,2006,241,1,978140,CO60,2024HC,90,-135,E,96,130,-21,-51,-12,-5,96,96,96,96,E,0,56,77,61,61,-36,-127,4,4,21,61,-17
HOLCZEM000809556061,DOBRONIN REMBRANDT,2012,241,1,941256,CO60,2024HC,75,-53,J,77,0,1269,-5,9,55,84,83,77,84,J,0,53,74,53,53,15,53,-7,-7,2,53,-9
HOLUSAM000071592922,LADYS-MANOR GRAF LAKERS,2012,241,1,941051,CO60,2024HC,75,-38,J,79,0,82,-10,-20,15,84,84,79,85,J,0,49,73,52,52,-101,-93,64,62,54,52,10
HOLFRAM005366624921,DRAKKAR BAYLABOY,2015,241,1,769424,IM90,2024HC,88,224,E,94,104,1493,25,31,55,96,96,94,96,E,0,48,75,58,58,3,89,43,42,18,58,25
HOLBELM000110963815,LOWLANDS EL SALVADOR,2012,241,1,940821,CO60,2024HC,97,-2,E,99,2141,-1008,-22,-27,-40,99,99,99,99,E,5,58,79,64,64,-74,-116,7,7,20,64,-13
HOLNLDM000498873667,BUITENEIND JORIS,2008,241,1,978944,CO60,2024HC,91,-100,E,97,197,-844,-25,-32,-40,97,97,97,97,E,0,54,77,61,61,-74,-123,3,3,19,61,-16
HOLFRAM008576618411,PIRATE LP,2019,241,1,782925,IM53,2024HC,71,118,G,77,0,719,24,28,33,83,82,77,76,G,0,47,72,50,50,102,152,-44,-43,-37,50,-7
HOLNLDM000448998268,HEDRA SOPRANO,2007,241,1,978697,CO60,2024HC,91,-95,E,97,172,79,-17,-7,7,97,97,97,97,E,0,51,76,60,60,-46,-76,39,38,40,60,-1
HOLNLDM000688856175,DELTA GREENSEAT,2021,241,1,942731,CO60,2024HC,70,293,G,76,0,2506,110,71,123,83,81,76,76,G,0,47,72,50,50,32,289,121,117,56,50,65
HOLUSAM000071588608,BOMAZ OMAHA,2013,241,1,941294,CO60,2024HC,75,-132,G,80,0,326,-29,-10,8,85,84,80,78,G,0,48,73,52,52,47,12,-76,-74,-45,52,-31
HOLNLDM000398102290,BG E.T.SHOTTLE-ET,2005,241,1,766248,IM90,2024HC,93,-51,D,98,354,180,-26,-11,5,98,98,98,98,D,0,48,76,60,60,20,-69,7,7,20,60,-13
HOLNLDM000498938423,DELTA ATLANTIC,2008,241,1,978797,CO60,2024HC,98,34,E,99,73487,-469,-29,-7,-35,99,99,99,99,E,122,90,92,84,84,-55,-52,-46,-45,-40,84,-6
HOLDEUM000358174839,MILORD,2015,241,1,769506,VL06,2024HC,87,68,E,92,66,642,21,24,17,94,93,92,94,E,0,48,75,57,57,14,18,66,64,36,57,30
HOLNLDM000538994750,DELTA ROSSI,2010,241,1,940251,CO60,2024HC,92,-158,E,97,178,-300,-40,-16,-7,97,97,97,97,E,0,58,78,62,62,-105,-115,9,9,24,62,-15
HOLCZEM000809380061,DOBRONIN ROMAN,2012,241,1,941134,CO60,2024HC,75,-136,J,78,0,-49,-22,-19,4,84,83,78,84,J,0,51,74,53,53,-64,-56,-7,-7,5,53,-12
HOLNLDM000928108479,DELTA DEALMAKER,2023,241,1,943032,CO60,2024HC,68,319,G,74,0,885,66,53,44,81,80,74,74,G,0,47,72,50,50,12,174,58,56,23,50,35
HOLNLDM000588037966,WOLKENBERG SUPERSHOT,2016,241,1,82375,,2024HC,79,51,E,85,13,877,27,22,45,89,88,85,82,E,0,52,75,55,55,136,183,-65,-63,-56,55,-9
HOLUSAM000061310356,WIND-D-ACRES FRANK-P,2010,241,1,766277,VS01,2024HC,72,-131,I,82,0,189,-31,-26,8,86,83,82,79,I,1,55,75,54,54,53,-21,-64,-62,-37,54,-27
HOLDEUM000538551420,BORANI-ET,2014,241,1,769294,IM03,2024HC,89,31,E,94,101,700,-8,17,38,96,95,94,95,E,0,50,75,58,58,13,54,-20,-19,-16,58,-4
HOLNLDM000438496411,DELTA NICOS,2006,241,1,977960,CO60,2024HC,91,-153,E,97,177,-352,-29,-24,-31,97,97,97,97,E,0,51,76,60,60,-105,-190,77,75,76,60,1
HOLUSAM003231725213,SANDY-VALLEY EL GRANDE,2021,241,1,784276,IM90,2024HC,69,145,G,75,0,762,68,26,37,82,81,75,75,G,0,47,72,50,50,103,203,-2,-2,-20,50,18
HOLBELM000819101846,DELTA LAZER,2019,241,1,942364,CO60,2024HC,83,78,E,88,280,-275,0,14,-14,92,91,88,91,E,0,54,76,58,58,-32,-47,50,49,32,58,18
HOLNLDM000488501734,DELTA ARIZONA,2008,241,1,979940,CO60,2024HC,92,-33,E,97,225,-728,-45,-38,-27,98,98,97,98,E,0,51,76,60,60,-46,-167,10,10,38,60,-28
HOLBELM000700053104,ETAZON QUINTO,2009,241,1,940263,CO60,2024HC,93,-109,E,98,296,-907,-11,-16,-42,98,98,98,98,E,0,50,76,60,60,-94,-130,54,52,46,60,8
HOLNLDM000498138650,SOUTHLAND BETTER,2008,241,1,978900,CO60,2024HC,93,-134,E,98,318,-573,-11,-11,-29,98,98,98,98,E,0,54,77,61,61,-96,-93,33,32,30,61,3
HOLNLDM000569642020,ZUID-OOSTER HARLIST,2009,241,1,39607,KI39,2024HC,87,-137,E,94,84,-197,-9,-2,-8,95,95,94,95,E,0,49,75,58,58,-165,-163,135,131,105,58,30
HOLDEUM000538910850,COL SIMON,2015,241,1,769429,IM90,2024HC,81,28,E,88,27,761,18,29,31,91,91,88,91,E,0,52,75,57,57,40,168,-73,-71,-66,57,-7
